date,concern,observed,trend,seasonal,residual
2012-03-01,loneliness,43,43.8895,0.0718,-0.9612
2012-04-01,loneliness,44,43.7285,1.6797,-1.4083
2012-05-01,loneliness,45,43.5693,2.136,-0.7053
2012-06-01,loneliness,42,43.4195,-1.5284,0.1089
2012-07-01,loneliness,41,43.2937,-2.9358,0.6421
2012-08-01,loneliness,42,43.2035,-1.3581,0.1547
2012-09-01,loneliness,44,43.1535,0.1188,0.7278
2012-10-01,loneliness,44,43.1377,1.319,-0.4566
2012-11-01,loneliness,45,43.1381,1.9835,-0.1215
2012-12-01,loneliness,43,43.1369,-0.0187,-0.1181
2013-01-01,loneliness,43,43.1172,0.2573,-0.3745
2013-02-01,loneliness,42,43.0801,-1.4022,0.3221
2013-03-01,loneliness,42,43.0383,0.3751,-1.4134
2013-04-01,loneliness,44,43.0113,1.1425,-0.1539
2013-05-01,loneliness,47,43.0169,2.1919,1.7913
2013-06-01,loneliness,42,43.0652,-1.6935,0.6283
2013-07-01,loneliness,40,43.1531,-2.8208,-0.3322
2013-08-01,loneliness,40,43.2678,-1.9502,-1.3176
2013-09-01,loneliness,43,43.3891,-0.1946,-0.1945
2013-10-01,loneliness,43,43.5084,1.2118,-1.7202
2013-11-01,loneliness,45,43.6243,2.0614,-0.6858
2013-12-01,loneliness,44,43.732,0.3997,-0.1317
2014-01-01,loneliness,45,43.8378,0.4622,0.7
2014-02-01,loneliness,44,43.9506,-0.5059,0.5553
2014-03-01,loneliness,47,44.0808,0.5442,2.375
2014-04-01,loneliness,50,44.2249,0.9091,4.866
2014-05-01,loneliness,46,44.3648,2.0727,-0.4375
2014-06-01,loneliness,41,44.4829,-1.8204,-1.6625
2014-07-01,loneliness,42,44.5686,-3.017,0.4485
2014-08-01,loneliness,43,44.6264,-2.894,1.2675
2014-09-01,loneliness,42,44.6649,-0.1234,-2.5415
2014-10-01,loneliness,47,44.6946,1.4101,0.8953
2014-11-01,loneliness,47,44.7278,2.1562,0.116
2014-12-01,loneliness,46,44.776,0.6414,0.5826
2015-01-01,loneliness,41,44.8401,0.6191,-4.4592
2015-02-01,loneliness,45,44.9125,0.1187,-0.0312
2015-03-01,loneliness,46,44.9771,0.7438,0.2791
2015-04-01,loneliness,45,45.0238,1.1812,-1.205
2015-05-01,loneliness,47,45.0459,1.3606,0.5936
2015-06-01,loneliness,44,45.0413,-2.0412,0.9999
2015-07-01,loneliness,42,45.0044,-3.4494,0.445
2015-08-01,loneliness,41,44.9283,-3.3759,-0.5524
2015-09-01,loneliness,46,44.8178,0.0197,1.1625
2015-10-01,loneliness,47,44.6722,1.7721,0.5556
2015-11-01,loneliness,48,44.4945,2.217,1.2885
2015-12-01,loneliness,45,44.2965,0.6013,0.1022
2016-01-01,loneliness,46,44.0831,0.7294,1.1875
2016-02-01,loneliness,44,43.8534,1.0137,-0.8671
2016-03-01,loneliness,43,43.6122,0.6103,-1.2225
2016-04-01,loneliness,45,43.3661,1.2451,0.3888
2016-05-01,loneliness,43,43.1212,0.7948,-0.9159
2016-06-01,loneliness,41,42.8884,-2.2086,0.3202
2016-07-01,loneliness,38,42.6867,-3.8541,-0.8326
2016-08-01,loneliness,38,42.5306,-3.4798,-1.0509
2016-09-01,loneliness,44,42.4239,0.1521,1.424
2016-10-01,loneliness,44,42.3663,1.6799,-0.0462
2016-11-01,loneliness,43,42.3485,2.3001,-1.6486
2016-12-01,loneliness,43,42.3562,0.2972,0.3465
2017-01-01,loneliness,42,42.3821,1.0842,-1.4663
2017-02-01,loneliness,44,42.4298,2.399,-0.8288
2017-03-01,loneliness,43,42.5028,0.4556,0.0416
2017-04-01,loneliness,45,42.6092,1.2869,1.1039
2017-05-01,loneliness,43,42.7584,0.4405,-0.1989
2017-06-01,loneliness,40,42.9476,-2.572,-0.3757
2017-07-01,loneliness,39,43.1647,-4.3852,0.2205
2017-08-01,loneliness,40,43.3974,-3.1655,-0.2319
2017-09-01,loneliness,42,43.6275,-0.0791,-1.5484
2017-10-01,loneliness,45,43.8482,1.3892,-0.2374
2017-11-01,loneliness,47,44.0635,2.1613,0.7752
2017-12-01,loneliness,43,44.2708,0.2348,-1.5056
2018-01-01,loneliness,48,44.4673,0.7473,2.7854
2018-02-01,loneliness,50,44.6543,4.1323,1.2134
2018-03-01,loneliness,46,44.8304,0.6407,0.5289
2018-04-01,loneliness,45,44.9843,1.265,-1.2493
2018-05-01,loneliness,46,45.1063,0.23,0.6636
2018-06-01,loneliness,42,45.19,-3.0665,-0.1235
2018-07-01,loneliness,41,45.2315,-4.9422,0.7107
2018-08-01,loneliness,44,45.2317,-2.5285,1.2968
2018-09-01,loneliness,45,45.1986,-0.4138,0.2152
2018-10-01,loneliness,46,45.1349,1.5772,-0.7121
2018-11-01,loneliness,47,45.0424,2.0536,-0.096
2018-12-01,loneliness,46,44.9277,0.12,0.9523
2019-01-01,loneliness,45,44.7932,0.2156,-0.0088
2019-02-01,loneliness,50,44.6505,5.2783,0.0712
2019-03-01,loneliness,45,44.5164,0.6055,-0.1219
2019-04-01,loneliness,46,44.4021,0.7949,0.8031
2019-05-01,loneliness,44,44.3092,0.1315,-0.4407
2019-06-01,loneliness,41,44.2364,-3.3343,0.0979
2019-07-01,loneliness,38,44.1795,-4.9116,-1.2679
2019-08-01,loneliness,41,44.1363,-2.0214,-1.1149
2019-09-01,loneliness,43,44.1167,0.1751,-1.2918
2019-10-01,loneliness,46,44.1459,2.3884,-0.5343
2019-11-01,loneliness,47,44.2647,1.4262,1.3091
2019-12-01,loneliness,45,44.4523,-0.167,0.7147
2020-01-01,loneliness,43,44.5889,-0.5792,-1.0098
2020-02-01,loneliness,55,44.6157,4.8208,5.5635
2020-03-01,loneliness,66,44.5785,0.7338,20.6877
2020-04-01,loneliness,65,44.5192,0.4454,20.0354
2020-05-01,loneliness,59,44.4508,0.6034,13.9457
2020-06-01,loneliness,51,44.3602,-3.2051,9.8448
2020-07-01,loneliness,47,44.2608,-4.4054,7.1445
2020-08-01,loneliness,44,44.1909,-2.1666,1.9758
2020-09-01,loneliness,46,44.1576,0.3716,1.4708
2020-10-01,loneliness,48,43.9869,3.0855,0.9276
2020-11-01,loneliness,43,43.4819,1.1036,-1.5855
2020-12-01,loneliness,42,42.7967,-0.8789,0.0823
2021-01-01,loneliness,41,42.1143,-0.9764,-0.1379
2021-02-01,loneliness,42,41.459,4.4411,-3.9001
2021-03-01,loneliness,41,40.8521,0.6662,-0.5183
2021-04-01,loneliness,40,40.358,-0.3447,-0.0133
2021-05-01,loneliness,40,40.052,1.3564,-1.4084
2021-06-01,loneliness,36,39.9197,-3.03,-0.8897
2021-07-01,loneliness,36,39.891,-3.6424,-0.2486
2021-08-01,loneliness,36,39.9633,-1.9933,-1.97
2021-09-01,loneliness,34,40.1425,0.8472,-6.9897
2021-10-01,loneliness,37,40.4073,3.2636,-6.6709
2021-11-01,loneliness,36,40.7088,1.29,-5.9988
2021-12-01,loneliness,37,40.9982,-1.4159,-2.5823
2022-01-01,loneliness,39,41.2587,-0.3087,-1.95
2022-02-01,loneliness,46,41.522,3.6201,0.8579
2022-03-01,loneliness,44,41.8208,0.3786,1.8005
2022-04-01,loneliness,47,42.1503,-1.4535,6.3032
2022-05-01,loneliness,47,42.4778,1.9784,2.5437
2022-06-01,loneliness,41,42.7661,-3.4716,1.7056
2022-07-01,loneliness,41,43.0083,-3.5129,1.5046
2022-08-01,loneliness,41,43.2247,-1.3312,-0.8935
2022-09-01,loneliness,42,43.4114,1.6336,-3.0451
2022-10-01,loneliness,47,43.5544,3.3,0.1456
2022-11-01,loneliness,45,43.6698,2.2152,-0.8851
2022-12-01,loneliness,43,43.8053,-1.239,0.4336
2023-01-01,loneliness,46,43.9689,1.1199,0.9112
2023-02-01,loneliness,47,44.1326,4.2905,-1.423
2023-03-01,loneliness,43,44.2774,0.3099,-1.5873
2023-04-01,loneliness,42,44.4209,-7.9139,5.493
2023-05-01,loneliness,48,44.5794,1.7174,1.7032
2023-06-01,loneliness,82,44.7553,-4.3956,41.6402
2023-07-01,loneliness,53,44.9324,-4.4029,12.4705
2023-08-01,loneliness,46,45.0969,-0.055,0.9581
2023-09-01,loneliness,49,45.2504,3.0949,0.6547
2023-10-01,loneliness,48,45.3901,3.6455,-1.0357
2023-11-01,loneliness,50,45.5047,4.432,0.0632
2023-12-01,loneliness,45,45.5743,1.511,-2.0853
2024-01-01,loneliness,48,45.6018,1.5853,0.8129
2024-02-01,loneliness,51,45.6276,4.9444,0.428
2024-03-01,loneliness,46,45.6783,-1.1577,1.4794
2024-04-01,loneliness,46,45.7513,-12.0604,12.3091
2024-05-01,loneliness,45,45.8344,0.9182,-1.7526
2024-06-01,loneliness,40,46.0599,-5.612,-0.4478
2024-07-01,loneliness,41,46.9864,-5.5574,-0.429
2024-08-01,loneliness,39,48.4251,1.1044,-10.5295
2024-09-01,loneliness,42,49.8573,4.6928,-12.5501
2024-10-01,loneliness,45,51.2234,3.9781,-10.2015
2024-11-01,loneliness,44,52.6222,6.708,-15.3302
2024-12-01,loneliness,42,54.0114,4.0454,-16.0569
2025-01-01,loneliness,43,55.4203,2.0389,-14.4593
2025-02-01,loneliness,45,56.8738,5.7004,-17.5742
2025-03-01,loneliness,43,58.2727,-2.5578,-12.7149
2025-04-01,loneliness,43,59.5512,-16.2518,-0.2995
2025-05-01,loneliness,42,61.1397,-0.2695,-18.8702
2025-06-01,loneliness,43,62.7615,-6.9672,-12.7943
2025-07-01,loneliness,45,64.3817,-6.8326,-12.5491
2025-08-01,loneliness,68,65.9966,2.2918,-0.2884
2025-09-01,loneliness,74,67.609,6.4385,-0.0475
2025-10-01,loneliness,74,69.2213,4.4026,0.3761
2025-11-01,loneliness,80,70.8346,9.0645,0.1008
2025-12-01,loneliness,80,72.4488,6.6996,0.8515
2026-01-01,loneliness,76,74.0634,2.4219,-0.4853
2026-02-01,loneliness,100,75.6773,6.5974,17.7253
2026-03-01,loneliness,73,77.2896,-3.9706,-0.319
2004-01-01,stress,55,59.9002,-5.226,0.3258
2004-02-01,stress,63,59.6544,4.0077,-0.6621
2004-03-01,stress,67,59.4055,7.7269,-0.1324
2004-04-01,stress,67,59.1532,8.4771,-0.6302
2004-05-01,stress,60,58.8973,0.9948,0.108
2004-06-01,stress,52,58.638,-6.9689,0.3309
2004-07-01,stress,48,58.3755,-10.592,0.2165
2004-08-01,stress,51,58.1102,-7.2436,0.1334
2004-09-01,stress,60,57.8423,1.4099,0.7478
2004-10-01,stress,62,57.5718,4.3036,0.1246
2004-11-01,stress,64,57.2971,6.46,0.2429
2004-12-01,stress,54,57.0095,-3.1241,0.1146
2005-01-01,stress,51,56.6342,-4.5881,-1.0461
2005-02-01,stress,61,56.2277,3.4361,1.3362
2005-03-01,stress,57,55.8018,6.6489,-5.4507
2005-04-01,stress,64,55.3741,7.3585,1.2674
2005-05-01,stress,56,54.9558,1.1874,-0.1433
2005-06-01,stress,52,54.5481,-6.1283,3.5802
2005-07-01,stress,45,54.1432,-9.4502,0.307
2005-08-01,stress,47,53.7316,-6.6387,-0.0929
2005-09-01,stress,53,53.298,1.5175,-1.8155
2005-10-01,stress,55,52.8332,4.4147,-2.2479
2005-11-01,stress,62,52.341,5.8835,3.7755
2005-12-01,stress,49,51.8367,-3.3438,0.5072
2006-01-01,stress,48,51.3412,-4.0358,0.6946
2006-02-01,stress,54,50.8574,2.872,0.2706
2006-03-01,stress,57,50.3818,5.5728,1.0454
2006-04-01,stress,48,49.9082,6.2074,-8.1156
2006-05-01,stress,51,49.4296,1.3597,0.2107
2006-06-01,stress,43,48.9321,-5.2506,-0.6816
2006-07-01,stress,39,48.409,-8.2591,-1.15
2006-08-01,stress,42,47.8773,-6.0258,0.1485
2006-09-01,stress,49,47.3658,1.6134,0.0208
2006-10-01,stress,52,46.8935,4.4217,0.6848
2006-11-01,stress,51,46.4623,5.3087,-0.771
2006-12-01,stress,41,46.0677,-3.5118,-1.5559
2007-01-01,stress,43,45.7151,-3.4663,0.7512
2007-02-01,stress,47,45.4077,2.2417,-0.6494
2007-03-01,stress,48,45.1367,4.5469,-1.6835
2007-04-01,stress,46,44.89,5.1143,-4.0043
2007-05-01,stress,46,44.6562,1.4899,-0.1461
2007-06-01,stress,40,44.4382,-4.36,-0.0782
2007-07-01,stress,37,44.2473,-7.0786,-0.1687
2007-08-01,stress,38,44.0862,-5.3662,-0.72
2007-09-01,stress,41,43.9537,1.7908,-4.7445
2007-10-01,stress,49,43.8513,4.4748,0.6739
2007-11-01,stress,49,43.79,4.7445,0.4655
2007-12-01,stress,40,43.7725,-3.6706,-0.1018
2008-01-01,stress,40,43.7766,-3.1568,-0.6198
2008-02-01,stress,44,43.7785,2.0021,-1.7806
2008-03-01,stress,47,43.7588,3.7238,-0.4826
2008-04-01,stress,47,43.7081,3.3845,-0.0925
2008-05-01,stress,49,43.6305,1.6421,3.7274
2008-06-01,stress,43,43.5325,-3.2718,2.7393
2008-07-01,stress,40,43.4305,-5.7635,2.333
2008-08-01,stress,39,43.3376,-5.0554,0.7179
2008-09-01,stress,46,43.2491,1.6341,1.1168
2008-10-01,stress,47,43.1469,3.5944,0.2587
2008-11-01,stress,44,43.0073,4.3717,-3.379
2008-12-01,stress,39,42.8062,-3.301,-0.5052
2009-01-01,stress,39,42.5399,-2.9216,-0.6183
2009-02-01,stress,45,42.2348,1.9264,0.8388
2009-03-01,stress,45,41.9372,3.5862,-0.5234
2009-04-01,stress,48,41.6734,2.6471,3.6795
2009-05-01,stress,48,41.4441,1.7733,4.7826
2009-06-01,stress,39,41.2463,-2.4341,0.1878
2009-07-01,stress,36,41.0744,-4.9531,-0.1213
2009-08-01,stress,39,40.9211,-4.9822,3.0611
2009-09-01,stress,40,40.7748,1.2772,-2.052
2009-10-01,stress,42,40.6276,2.6399,-1.2674
2009-11-01,stress,44,40.4904,3.9168,-0.4072
2009-12-01,stress,39,40.3814,-2.953,1.5717
2010-01-01,stress,38,40.3064,-2.4595,0.1531
2010-02-01,stress,42,40.2548,2.1204,-0.3752
2010-03-01,stress,45,40.2198,3.6014,1.1788
2010-04-01,stress,42,40.2041,2.1366,-0.3407
2010-05-01,stress,42,40.2074,2.112,-0.3194
2010-06-01,stress,38,40.2189,-2.0022,-0.2167
2010-07-01,stress,39,40.2277,-4.5752,3.3475
2010-08-01,stress,35,40.2336,-4.8748,-0.3588
2010-09-01,stress,41,40.2437,0.6528,0.1035
2010-10-01,stress,42,40.2636,2.193,-0.4566
2010-11-01,stress,44,40.2898,3.5208,0.1895
2010-12-01,stress,37,40.3125,-2.6964,-0.6161
2011-01-01,stress,39,40.3249,-1.8809,0.5561
2011-02-01,stress,43,40.3252,2.01,0.6648
2011-03-01,stress,44,40.3129,3.5631,0.124
2011-04-01,stress,42,40.2891,2.1015,-0.3906
2011-05-01,stress,43,40.2545,1.6991,1.0464
2011-06-01,stress,39,40.2077,-2.1351,0.9274
2011-07-01,stress,36,40.1446,-4.4222,0.2775
2011-08-01,stress,35,40.063,-4.67,-0.393
2011-09-01,stress,40,39.9656,0.6433,-0.6089
2011-10-01,stress,42,39.8601,2.5646,-0.4247
2011-11-01,stress,43,39.7576,3.4059,-0.1636
2011-12-01,stress,38,39.672,-2.9827,1.3107
2012-01-01,stress,38,39.61,-1.7143,0.1042
2012-02-01,stress,41,39.5702,1.8197,-0.3899
2012-03-01,stress,42,39.544,3.3101,-0.8541
2012-04-01,stress,42,39.5255,2.7731,-0.2986
2012-05-01,stress,40,39.5085,1.3091,-0.8177
2012-06-01,stress,37,39.4921,-2.4906,-0.0015
2012-07-01,stress,35,39.4817,-4.3873,-0.0945
2012-08-01,stress,37,39.4789,-4.4422,1.9634
2012-09-01,stress,41,39.4827,0.8082,0.7091
2012-10-01,stress,43,39.4936,3.3278,0.1786
2012-11-01,stress,43,39.506,3.1024,0.3915
2012-12-01,stress,35,39.5095,-3.0612,-1.4483
2013-01-01,stress,35,39.4987,-1.83,-2.6687
2013-02-01,stress,41,39.4729,1.5977,-0.0706
2013-03-01,stress,43,39.4369,3.1614,0.4017
2013-04-01,stress,44,39.4018,3.2161,1.382
2013-05-01,stress,40,39.3753,1.0565,-0.4318
2013-06-01,stress,36,39.3572,-2.8639,-0.4932
2013-07-01,stress,38,39.3495,-4.6825,3.333
2013-08-01,stress,35,39.3505,-4.295,-0.0555
2013-09-01,stress,40,39.3532,1.003,-0.3562
2013-10-01,stress,46,39.3539,3.989,2.6572
2013-11-01,stress,42,39.3524,2.8642,-0.2165
2013-12-01,stress,36,39.3568,-2.9542,-0.4027
2014-01-01,stress,38,39.3766,-2.196,0.8194
2014-02-01,stress,41,39.4147,1.5894,-0.0041
2014-03-01,stress,42,39.4651,3.3725,-0.8376
2014-04-01,stress,43,39.5157,3.4934,-0.0091
2014-05-01,stress,41,39.5609,1.0417,0.3974
2014-06-01,stress,36,39.6039,-2.9413,-0.6625
2014-07-01,stress,35,39.6447,-4.984,0.3392
2014-08-01,stress,35,39.6848,-4.5982,-0.0866
2014-09-01,stress,41,39.7279,1.1016,0.1705
2014-10-01,stress,44,39.7711,3.7876,0.4413
2014-11-01,stress,40,39.8128,2.9487,-2.7615
2014-12-01,stress,38,39.8497,-2.5857,0.736
2015-01-01,stress,37,39.8766,-2.3766,-0.5
2015-02-01,stress,41,39.8911,1.8555,-0.7466
2015-03-01,stress,45,39.8971,3.5058,1.5971
2015-04-01,stress,43,39.8984,3.4376,-0.336
2015-05-01,stress,41,39.9018,1.1044,-0.0062
2015-06-01,stress,38,39.9104,-2.9815,1.0712
2015-07-01,stress,34,39.9293,-5.2452,-0.6841
2015-08-01,stress,39,39.9636,-4.8858,3.9222
2015-09-01,stress,41,40.0149,1.2746,-0.2895
2015-10-01,stress,40,40.0795,3.3079,-3.3874
2015-11-01,stress,43,40.1522,3.2343,-0.3865
2015-12-01,stress,38,40.2268,-2.1521,-0.0747
2016-01-01,stress,37,40.3044,-2.3084,-0.996
2016-02-01,stress,44,40.3958,1.9541,1.6501
2016-03-01,stress,43,40.5073,3.8267,-1.334
2016-04-01,stress,44,40.6442,3.2063,0.1495
2016-05-01,stress,42,40.8018,0.9755,0.2227
2016-06-01,stress,38,40.9715,-3.1452,0.1737
2016-07-01,stress,36,41.1503,-5.5257,0.3753
2016-08-01,stress,36,41.3322,-5.0141,-0.3181
2016-09-01,stress,43,41.5079,1.5683,-0.0762
2016-10-01,stress,43,41.6715,2.8191,-1.4906
2016-11-01,stress,46,41.8215,3.7354,0.4431
2016-12-01,stress,40,41.9616,-1.9225,-0.0392
2017-01-01,stress,41,42.0992,-2.1549,1.0557
2017-02-01,stress,44,42.2374,2.1329,-0.3703
2017-03-01,stress,47,42.3766,3.9444,0.6789
2017-04-01,stress,46,42.5116,2.7997,0.6886
2017-05-01,stress,43,42.6342,0.7821,-0.4163
2017-06-01,stress,39,42.7363,-3.4425,-0.2939
2017-07-01,stress,37,42.8142,-5.5367,-0.2775
2017-08-01,stress,38,42.8713,-4.883,0.0117
2017-09-01,stress,45,42.9093,1.8443,0.2464
2017-10-01,stress,46,42.9311,2.5949,0.474
2017-11-01,stress,48,42.9386,3.7832,1.2782
2017-12-01,stress,41,42.9371,-1.9022,-0.0349
2018-01-01,stress,41,42.9295,-1.6759,-0.2536
2018-02-01,stress,45,42.9203,2.0358,0.0439
2018-03-01,stress,47,42.9109,4.0334,0.0557
2018-04-01,stress,45,42.8969,2.009,0.094
2018-05-01,stress,44,42.8799,0.3817,0.7384
2018-06-01,stress,38,42.8637,-3.3921,-1.4716
2018-07-01,stress,37,42.8489,-5.2389,-0.6099
2018-08-01,stress,38,42.8375,-4.396,-0.4416
2018-09-01,stress,45,42.8363,1.9551,0.2086
2018-10-01,stress,46,42.8509,3.0781,0.071
2018-11-01,stress,46,42.8881,3.2784,-0.1665
2018-12-01,stress,42,42.9555,-2.276,1.3205
2019-01-01,stress,41,43.058,-1.2999,-0.758
2019-02-01,stress,45,43.1897,1.9516,-0.1412
2019-03-01,stress,47,43.3379,3.7755,-0.1134
2019-04-01,stress,44,43.4934,1.7035,-1.1969
2019-05-01,stress,43,43.6496,0.4583,-1.1079
2019-06-01,stress,41,43.8125,-2.9407,0.1282
2019-07-01,stress,39,43.993,-4.5814,-0.4116
2019-08-01,stress,41,44.1964,-4.2296,1.0332
2019-09-01,stress,46,44.4042,1.3205,0.2753
2019-10-01,stress,48,44.5845,2.909,0.5065
2019-11-01,stress,47,44.7254,2.1671,0.1075
2019-12-01,stress,41,44.8491,-2.7824,-1.0667
2020-01-01,stress,45,44.9624,-1.1851,1.2227
2020-02-01,stress,45,45.0578,3.6751,-3.7328
2020-03-01,stress,43,45.1297,3.3413,-5.471
2020-04-01,stress,43,45.1802,1.7275,-3.9077
2020-05-01,stress,42,45.2167,0.7129,-3.9296
2020-06-01,stress,43,45.2429,-2.0194,-0.2234
2020-07-01,stress,42,45.2705,-4.1548,0.8843
2020-08-01,stress,41,45.2974,-4.2228,-0.0746
2020-09-01,stress,51,45.3037,0.5408,5.1555
2020-10-01,stress,48,45.2762,2.1414,0.5823
2020-11-01,stress,46,45.2371,1.1691,-0.4062
2020-12-01,stress,42,45.2024,-3.2073,0.0049
2021-01-01,stress,44,45.16,-0.9524,-0.2076
2021-02-01,stress,44,45.1025,4.6891,-5.7916
2021-03-01,stress,48,45.0315,3.6349,-0.6664
2021-04-01,stress,47,44.9553,1.9073,0.1374
2021-05-01,stress,46,44.8855,1.045,0.0695
2021-06-01,stress,44,44.8305,-1.7553,0.9247
2021-07-01,stress,42,44.7973,-4.4165,1.6192
2021-08-01,stress,40,44.7959,-4.4583,-0.3376
2021-09-01,stress,44,44.8354,-0.0827,-0.7527
2021-10-01,stress,45,44.922,1.6331,-1.5551
2021-11-01,stress,45,45.0468,0.5597,-0.6065
2021-12-01,stress,41,45.1775,-3.0142,-1.1634
2022-01-01,stress,44,45.2879,-0.9006,-0.3873
2022-02-01,stress,52,45.3842,6.7998,-0.184
2022-03-01,stress,57,45.4895,4.0238,7.4867
2022-04-01,stress,50,45.6185,1.9757,2.4058
2022-05-01,stress,49,45.7779,1.1662,2.0559
2022-06-01,stress,46,45.9602,-2.3042,2.3439
2022-07-01,stress,41,46.143,-5.1784,0.0354
2022-08-01,stress,42,46.3062,-4.5232,0.217
2022-09-01,stress,46,46.4337,-0.0692,-0.3645
2022-10-01,stress,47,46.5085,1.6747,-1.1832
2022-11-01,stress,47,46.5226,0.5971,-0.1197
2022-12-01,stress,45,46.4905,-2.3621,0.8716
2023-01-01,stress,46,46.4403,-0.5601,0.1197
2023-02-01,stress,52,46.3891,4.8361,0.7748
2023-03-01,stress,52,46.3394,4.7105,0.9501
2023-04-01,stress,47,46.293,1.9223,-1.2153
2023-05-01,stress,47,46.2514,0.3153,0.4333
2023-06-01,stress,43,46.2097,-3.6269,0.4172
2023-07-01,stress,39,46.171,-6.7153,-0.4557
2023-08-01,stress,41,46.1394,-2.6552,-2.4841
2023-09-01,stress,47,46.1247,1.2957,-0.4204
2023-10-01,stress,49,46.143,2.4974,0.3596
2023-11-01,stress,47,46.1978,1.72,-0.9178
2023-12-01,stress,44,46.2889,-1.2076,-1.0814
2024-01-01,stress,46,46.4187,0.0076,-0.4263
2024-02-01,stress,49,46.591,1.9635,0.4455
2024-03-01,stress,50,46.8147,5.5664,-2.381
2024-04-01,stress,49,47.1083,1.6894,0.2023
2024-05-01,stress,46,47.5164,-0.7594,-0.757
2024-06-01,stress,42,48.0336,-5.1506,-0.883
2024-07-01,stress,41,48.6142,-8.4228,0.8086
2024-08-01,stress,42,49.2181,-1.3361,-5.882
2024-09-01,stress,47,49.8481,2.7314,-5.5795
2024-10-01,stress,48,50.5619,3.428,-5.9898
2024-11-01,stress,49,51.3591,2.836,-5.1951
2024-12-01,stress,47,52.1757,-0.0474,-5.1283
2025-01-01,stress,46,52.9826,0.629,-7.6117
2025-02-01,stress,52,53.748,-0.9547,-0.7933
2025-03-01,stress,50,54.434,6.3482,-10.7822
2025-04-01,stress,49,55.0422,1.5419,-7.5841
2025-05-01,stress,46,55.9273,-1.9432,-7.9842
2025-06-01,stress,45,56.8559,-6.8271,-5.0288
2025-07-01,stress,47,57.8124,-10.0959,-0.7166
2025-08-01,stress,59,58.785,0.0534,0.1616
2025-09-01,stress,64,59.7681,4.2298,0.0021
2025-10-01,stress,65,60.7587,4.4357,-0.1944
2025-11-01,stress,66,61.7552,4.0254,0.2194
2025-12-01,stress,64,62.7564,1.1493,0.0943
2026-01-01,stress,65,63.7615,1.2788,-0.0403
2026-02-01,stress,100,64.7698,-3.9936,39.2238
2026-03-01,stress,73,65.7806,7.1519,0.0675
