date,anxiety,depression,insomnia,loneliness,stress
2004-01-01,-1.116744107729084,2.52722583146613,-0.7122733400271096,0.7124942859663607,1.310213860629129
2004-02-01,-0.9964654966908971,3.408701072486975,-0.9711349304816083,1.6648646206498063,2.3635133737280447
2004-03-01,-0.8160475801336167,3.8494386929973974,-0.884847733663442,1.9029572043206677,2.8901631302775024
2004-04-01,-0.9964654966908971,3.584996120691144,-1.0574221272997744,1.783910912485237,2.8901631302775024
2004-05-01,-0.9964654966908971,2.7916684037723836,-1.316283717754273,1.5458183288143756,1.9685260563159512
2004-06-01,-1.0566048022099905,1.2931604940369472,-1.747719701845104,-0.12082975688165429,0.9152265432170357
2004-07-01,-0.8761868856527102,0.9405703976286092,-1.4025709145724392,-0.0017834650462235798,0.38857678666757783
2004-08-01,-0.8761868856527102,1.1168654458327782,-1.4888581113906054,-0.12082975688165429,0.7835641040796711
2004-09-01,-0.7559082746145233,2.174635735057792,-1.5751453082087716,0.4744017022954993,1.9685260563159512
2004-10-01,-0.8761868856527102,2.6153733555682144,-1.316283717754273,0.59344799413093,2.23185093459068
2004-11-01,-0.8160475801336167,2.7916684037723836,-1.4888581113906054,1.426772036978945,2.495175812865409
2004-12-01,-1.0566048022099905,1.998340686853623,-1.2299965209361068,0.59344799413093,1.1785514214917645
2005-01-01,-0.8761868856527102,1.9101931627515385,-0.5396989463907773,0.23630911862463785,0.7835641040796711
2005-02-01,-0.8160475801336167,2.7916684037723836,-0.7985605368452758,0.11726282678920713,2.100188495453316
2005-03-01,-0.8761868856527102,2.9679634519765523,-1.0574221272997744,0.7124942859663607,1.573538738903858
2005-04-01,-0.7559082746145233,3.408701072486975,-0.7985605368452758,0.9505868696372222,2.495175812865409
2005-05-01,-0.9363261911718036,2.7916684037723836,-1.316283717754273,0.11726282678920713,1.4418762997664933
2005-06-01,-0.9964654966908971,0.8524228735265247,-1.1437093241179406,-0.3589223405525157,0.9152265432170357
2005-07-01,-0.9964654966908971,0.6761278253223557,-0.9711349304816083,-0.8351075078942386,-0.006410530744515508
2005-08-01,-0.8761868856527102,0.41168525301610226,-0.7985605368452758,-0.7160612160588079,0.2569143475302134
2005-09-01,-0.8160475801336167,1.1168654458327782,-1.0574221272997744,-0.3589223405525157,1.0468889823544
2005-10-01,-0.8761868856527102,2.7916684037723836,-0.884847733663442,0.4744017022954993,1.310213860629129
2005-11-01,-0.8761868856527102,2.52722583146613,-1.2299965209361068,0.59344799413093,2.23185093459068
2005-12-01,-1.116744107729084,1.6457505904452852,-1.316283717754273,1.6648646206498063,0.5202392258049423
2006-01-01,-0.8160475801336167,2.174635735057792,-1.0574221272997744,0.8315405778017914,0.38857678666757783
2006-02-01,-0.8761868856527102,1.998340686853623,-0.9711349304816083,1.0696331614726529,1.1785514214917645
2006-03-01,-0.9363261911718036,2.52722583146613,-1.0574221272997744,1.3077257451435143,1.573538738903858
2006-04-01,-0.9363261911718036,2.2627832591598764,-1.2299965209361068,0.8315405778017914,0.38857678666757783
2006-05-01,-0.9964654966908971,1.7338981145473695,-1.5751453082087716,1.0696331614726529,0.7835641040796711
2006-06-01,-1.1768834132481776,0.14724268070984878,-1.8340068986632703,0.23630911862463785,-0.2697354090192444
2006-07-01,-1.116744107729084,-0.2053474156984892,-1.6614325050269378,-0.12082975688165429,-0.7963851655687022
2006-08-01,-1.116744107729084,-0.02905236749432021,-1.747719701845104,-0.3589223405525157,-0.40139784815660884
2006-09-01,-0.9363261911718036,0.6761278253223557,-1.6614325050269378,-0.12082975688165429,0.5202392258049423
2006-10-01,-0.9964654966908971,1.2931604940369472,-1.2299965209361068,0.11726282678920713,0.9152265432170357
2006-11-01,-1.116744107729084,0.9405703976286092,-1.5751453082087716,-0.3589223405525157,0.7835641040796711
2006-12-01,-1.2370227187672709,0.05909515660776428,-1.5751453082087716,-0.239876048717085,-0.5330602872939733
2007-01-01,-0.9964654966908971,0.6761278253223557,-1.316283717754273,-0.8351075078942386,-0.2697354090192444
2007-02-01,-1.116744107729084,0.8524228735265247,-1.4888581113906054,-0.7160612160588079,0.2569143475302134
2007-03-01,-1.116744107729084,0.8524228735265247,-1.6614325050269378,-0.5970149242233771,0.38857678666757783
2007-04-01,-1.116744107729084,0.49983277711818674,-1.8340068986632703,-0.7160612160588079,0.12525190839284894
2007-05-01,-1.2370227187672709,0.41168525301610226,-2.0928684891177687,-0.8351075078942386,0.12525190839284894
2007-06-01,-1.2370227187672709,-0.5579375121068272,-2.0928684891177687,-1.1922463834005308,-0.6647227264313378
2007-07-01,-1.357301329805458,-0.5579375121068272,-1.4888581113906054,-1.1922463834005308,-1.059710043843431
2007-08-01,-1.2971620242863644,-0.8223800844130806,-1.4888581113906054,-1.1922463834005308,-0.9280476047060666
2007-09-01,-0.9964654966908971,-0.02905236749432021,-1.5751453082087716,-1.0732000915651,-0.5330602872939733
2007-10-01,-1.0566048022099905,0.23539020481193326,-0.6259861432089435,-0.8351075078942386,0.5202392258049423
2007-11-01,-1.1768834132481776,0.9405703976286092,-1.4025709145724392,-0.5970149242233771,0.5202392258049423
2007-12-01,-1.357301329805458,-0.38164246390265816,-1.6614325050269378,-0.8351075078942386,-0.6647227264313378
2008-01-01,-1.116744107729084,0.23539020481193326,-0.7985605368452758,-1.3112926752359615,-0.6647227264313378
2008-02-01,-1.0566048022099905,0.3235377289140177,-1.316283717754273,-0.9541537997296693,-0.13807296988187995
2008-03-01,-1.116744107729084,0.3235377289140177,-1.316283717754273,-0.9541537997296693,0.2569143475302134
2008-04-01,-1.1768834132481776,0.41168525301610226,-1.5751453082087716,-1.3112926752359615,0.2569143475302134
